Starting frame generation loop
Converter Running
Time:0.0, Sine:1.0 | Time:0.0, Rand:250.0
Time:0.762, Sine:0.07532680779695511 | Time:0.762, Rand:1012.0
Time:0.763, Sine:0.08159061521291733 | Time:0.763, Rand:1013.0
Time:0.764, Sine:0.08785119652748108 | Time:0.764, Rand:1014.0
Time:0.765, Sine:0.09410831332206726 | Time:0.765, Rand:1015.0
Time:0.766, Sine:0.10036171227693558 | Time:0.766, Rand:1016.0
Time:0.767, Sine:0.10661115497350693 | Time:0.767, Rand:1017.0
Time:0.768, Sine:0.11285638809204102 | Time:0.768, Rand:1018.0
Time:0.769, Sine:0.11909715831279755 | Time:0.769, Rand:1019.0
Time:0.77, Sine:0.12533323466777802 | Time:0.77, Rand:1020.0
Time:0.771, Sine:0.13156436383724213 | Time:0.771, Rand:1021.0
Time:0.772, Sine:0.13779029250144958 | Time:0.772, Rand:1022.0
Time:0.773, Sine:0.1440107822418213 | Time:0.773, Rand:1023.0
Time:0.774, Sine:0.15022559463977814 | Time:0.774, Rand:1024.0
Time:0.775, Sine:0.15643446147441864 | Time:0.775, Rand:1025.0
Time:0.776, Sine:0.1626371592283249 | Time:0.776, Rand:1026.0
Time:0.777, Sine:0.16883344948291779 | Time:0.777, Rand:1027.0
Time:0.778, Sine:0.17502306401729584 | Time:0.778, Rand:1028.0
Time:0.779, Sine:0.18120576441287994 | Time:0.779, Rand:1029.0
Time:0.78, Sine:0.187381312251091 | Time:0.78, Rand:1030.0
Time:0.781, Sine:0.19354946911334991 | Time:0.781, Rand:1031.0
Time:0.782, Sine:0.19970998167991638 | Time:0.782, Rand:1032.0
Time:0.783, Sine:0.2058626115322113 | Time:0.783, Rand:1033.0
Time:0.784, Sine:0.21200710535049438 | Time:0.784, Rand:1034.0
Time:0.785, Sine:0.21814323961734772 | Time:0.785, Rand:1035.0
Time:0.786, Sine:0.224270761013031 | Time:0.786, Rand:1036.0
Time:0.787, Sine:0.23038943111896515 | Time:0.787, Rand:1037.0
Time:0.788, Sine:0.23649899661540985 | Time:0.788, Rand:1038.0
Time:0.789, Sine:0.2425992339849472 | Time:0.789, Rand:1039.0
Time:0.79, Sine:0.24868988990783691 | Time:0.79, Rand:1040.0
Time:0.791, Sine:0.2547707259654999 | Time:0.791, Rand:1041.0
Time:0.792, Sine:0.2608415186405182 | Time:0.792, Rand:1042.0
Time:0.793, Sine:0.26690199971199036 | Time:0.793, Rand:1043.0
Time:0.794, Sine:0.2729519307613373 | Time:0.794, Rand:1044.0
Time:0.795, Sine:0.27899110317230225 | Time:0.795, Rand:1045.0
Time:0.796, Sine:0.28501924872398376 | Time:0.796, Rand:1046.0
Time:0.797, Sine:0.2910361588001251 | Time:0.797, Rand:1047.0
Time:0.798, Sine:0.2970415949821472 | Time:0.798, Rand:1048.0
Time:0.799, Sine:0.30303525924682617 | Time:0.799, Rand:1049.0
Time:0.8, Sine:0.30901700258255005 | Time:0.8, Rand:1050.0
Time:0.801, Sine:0.31498652696609497 | Time:0.801, Rand:1051.0
Time:0.802, Sine:0.3209436237812042 | Time:0.802, Rand:1052.0
Time:0.803, Sine:0.3268880248069763 | Time:0.803, Rand:1053.0
Time:0.804, Sine:0.33281955122947693 | Time:0.804, Rand:1054.0
Time:0.805, Sine:0.33873793482780457 | Time:0.805, Rand:1055.0
Time:0.806, Sine:0.3446429371833801 | Time:0.806, Rand:1056.0
Time:0.807, Sine:0.3505343198776245 | Time:0.807, Rand:1057.0
Time:0.808, Sine:0.356411874294281 | Time:0.808, Rand:1058.0
Time:0.809, Sine:0.3622753620147705 | Time:0.809, Rand:1059.0
Time:0.81, Sine:0.3681245446205139 | Time:0.81, Rand:1060.0
Time:0.811, Sine:0.3739592134952545 | Time:0.811, Rand:1061.0
Time:0.812, Sine:0.3797791004180908 | Time:0.812, Rand:1062.0
Time:0.813, Sine:0.3855839967727661 | Time:0.813, Rand:1063.0
Time:0.814, Sine:0.3913736641407013 | Time:0.814, Rand:1064.0
Time:0.815, Sine:0.39714789390563965 | Time:0.815, Rand:1065.0
Time:0.816, Sine:0.4029064476490021 | Time:0.816, Rand:1066.0
Time:0.817, Sine:0.4086490869522095 | Time:0.817, Rand:1067.0
Time:0.818, Sine:0.41437557339668274 | Time:0.818, Rand:1068.0
Time:0.819, Sine:0.42008572816848755 | Time:0.819, Rand:1069.0
Time:0.82, Sine:0.4257792830467224 | Time:0.82, Rand:1070.0
Time:0.821, Sine:0.431456059217453 | Time:0.821, Rand:1071.0
Time:0.822, Sine:0.43711575865745544 | Time:0.822, Rand:1072.0
Time:0.823, Sine:0.4427582323551178 | Time:0.823, Rand:1073.0
Time:0.824, Sine:0.4483832120895386 | Time:0.824, Rand:1074.0
Time:0.825, Sine:0.45399048924446106 | Time:0.825, Rand:1075.0
Time:0.826, Sine:0.45957985520362854 | Time:0.826, Rand:1076.0
Time:0.827, Sine:0.4651510715484619 | Time:0.827, Rand:1077.0
Time:0.828, Sine:0.47070392966270447 | Time:0.828, Rand:1078.0
Time:0.829, Sine:0.4762381911277771 | Time:0.829, Rand:1079.0
Time:0.83, Sine:0.4817536771297455 | Time:0.83, Rand:1080.0
Time:0.831, Sine:0.48725011944770813 | Time:0.831, Rand:1081.0
Time:0.832, Sine:0.4927273392677307 | Time:0.832, Rand:1082.0
Time:0.833, Sine:0.49818509817123413 | Time:0.833, Rand:1083.0
Time:0.834, Sine:0.5036231875419617 | Time:0.834, Rand:1084.0
Time:0.835, Sine:0.509041428565979 | Time:0.835, Rand:1085.0
Time:0.836, Sine:0.5144395232200623 | Time:0.836, Rand:1086.0
Time:0.837, Sine:0.5198173522949219 | Time:0.837, Rand:1087.0
Time:0.838, Sine:0.525174617767334 | Time:0.838, Rand:1088.0
Time:0.839, Sine:0.530511200428009 | Time:0.839, Rand:1089.0
Time:0.84, Sine:0.5358268022537231 | Time:0.84, Rand:1090.0
Time:0.841, Sine:0.541121244430542 | Time:0.841, Rand:1091.0
Time:0.842, Sine:0.5463943481445312 | Time:0.842, Rand:1092.0
Time:0.843, Sine:0.5516458749771118 | Time:0.843, Rand:1093.0
Time:0.844, Sine:0.5568756461143494 | Time:0.844, Rand:1094.0
Time:0.845, Sine:0.56208336353302 | Time:0.845, Rand:1095.0
Time:0.846, Sine:0.567268967628479 | Time:0.846, Rand:1096.0
Time:0.847, Sine:0.5724321007728577 | Time:0.847, Rand:1097.0
Time:0.848, Sine:0.5775727033615112 | Time:0.848, Rand:1098.0
Time:0.849, Sine:0.5826904773712158 | Time:0.849, Rand:1099.0
Time:0.85, Sine:0.5877852439880371 | Time:0.85, Rand:1100.0
Time:0.851, Sine:0.5928568243980408 | Time:0.851, Rand:1101.0
Time:0.852, Sine:0.5979049801826477 | Time:0.852, Rand:1102.0
Time:0.853, Sine:0.6029295325279236 | Time:0.853, Rand:1103.0
Time:0.854, Sine:0.6079303026199341 | Time:0.854, Rand:1104.0
Time:0.855, Sine:0.6129070520401001 | Time:0.855, Rand:1105.0
Time:0.856, Sine:0.6178596019744873 | Time:0.856, Rand:1106.0
Time:0.857, Sine:0.6227877736091614 | Time:0.857, Rand:1107.0
Time:0.858, Sine:0.627691388130188 | Time:0.858, Rand:1108.0
Time:0.859, Sine:0.6325701475143433 | Time:0.859, Rand:1109.0
Time:0.86, Sine:0.6374239921569824 | Time:0.86, Rand:1110.0
Time:0.861, Sine:0.6422526240348816 | Time:0.861, Rand:1111.0
Time:0.862, Sine:0.647055983543396 | Time:0.862, Rand:1112.0
Time:0.863, Sine:0.651833713054657 | Time:0.863, Rand:1113.0
Time:0.864, Sine:0.6565857529640198 | Time:0.864, Rand:1114.0
Time:0.865, Sine:0.6613118648529053 | Time:0.865, Rand:1115.0
Time:0.866, Sine:0.6660118699073792 | Time:0.866, Rand:1116.0
Time:0.867, Sine:0.6706855893135071 | Time:0.867, Rand:1117.0
Time:0.868, Sine:0.67533278465271 | Time:0.868, Rand:1118.0
Time:0.869, Sine:0.679953396320343 | Time:0.869, Rand:1119.0
Time:0.87, Sine:0.6845471262931824 | Time:0.87, Rand:1120.0
Time:0.871, Sine:0.6891137957572937 | Time:0.871, Rand:1121.0
Time:0.872, Sine:0.6936532855033875 | Time:0.872, Rand:1122.0
Time:0.873, Sine:0.6981654167175293 | Time:0.873, Rand:1123.0
Time:0.874, Sine:0.7026499509811401 | Time:0.874, Rand:1124.0
Time:0.875, Sine:0.7071067690849304 | Time:0.875, Rand:1125.0
Time:0.876, Sine:0.7115356922149658 | Time:0.876, Rand:1126.0
Time:0.877, Sine:0.7159364819526672 | Time:0.877, Rand:1127.0
Time:0.878, Sine:0.7203090190887451 | Time:0.878, Rand:1128.0
Time:0.879, Sine:0.7246531248092651 | Time:0.879, Rand:1129.0
Time:0.88, Sine:0.728968620300293 | Time:0.88, Rand:1130.0
Time:0.881, Sine:0.7332553267478943 | Time:0.881, Rand:1131.0
Time:0.882, Sine:0.7375131249427795 | Time:0.882, Rand:1132.0
Time:0.883, Sine:0.7417417764663696 | Time:0.883, Rand:1133.0
Time:0.884, Sine:0.745941162109375 | Time:0.884, Rand:1134.0
Time:0.885, Sine:0.7501110434532166 | Time:0.885, Rand:1135.0
Time:0.886, Sine:0.7542513608932495 | Time:0.886, Rand:1136.0
Time:0.887, Sine:0.7583619356155396 | Time:0.887, Rand:1137.0
Time:0.888, Sine:0.7624425292015076 | Time:0.888, Rand:1138.0
Time:0.889, Sine:0.766493022441864 | Time:0.889, Rand:1139.0
Time:0.89, Sine:0.7705132365226746 | Time:0.89, Rand:1140.0
Time:0.891, Sine:0.7745030522346497 | Time:0.891, Rand:1141.0
Time:0.892, Sine:0.778462290763855 | Time:0.892, Rand:1142.0
Time:0.893, Sine:0.782390832901001 | Time:0.893, Rand:1143.0
Time:0.894, Sine:0.7862884402275085 | Time:0.894, Rand:1144.0
Time:0.895, Sine:0.7901549935340881 | Time:0.895, Rand:1145.0
Time:0.896, Sine:0.7939903736114502 | Time:0.896, Rand:1146.0
Time:0.897, Sine:0.7977944612503052 | Time:0.897, Rand:1147.0
Time:0.898, Sine:0.8015669584274292 | Time:0.898, Rand:1148.0
Time:0.899, Sine:0.8053078651428223 | Time:0.899, Rand:1149.0
Time:0.9, Sine:0.80901700258255 | Time:0.9, Rand:1150.0
Time:0.901, Sine:0.8126941919326782 | Time:0.901, Rand:1151.0
Time:0.902, Sine:0.8163392543792725 | Time:0.902, Rand:1152.0
Time:0.903, Sine:0.819952130317688 | Time:0.903, Rand:1153.0
Time:0.904, Sine:0.8235325813293457 | Time:0.904, Rand:1154.0
Time:0.905, Sine:0.8270805478096008 | Time:0.905, Rand:1155.0
Time:0.906, Sine:0.8305959105491638 | Time:0.906, Rand:1156.0
Time:0.907, Sine:0.8340784311294556 | Time:0.907, Rand:1157.0
Time:0.908, Sine:0.8375280499458313 | Time:0.908, Rand:1158.0
Time:0.909, Sine:0.8409445881843567 | Time:0.909, Rand:1159.0
Time:0.91, Sine:0.8443279266357422 | Time:0.91, Rand:1160.0
Time:0.911, Sine:0.8476779460906982 | Time:0.911, Rand:1161.0
Time:0.912, Sine:0.8509944677352905 | Time:0.912, Rand:1162.0
Time:0.913, Sine:0.8542774319648743 | Time:0.913, Rand:1163.0
Time:0.914, Sine:0.8575266599655151 | Time:0.914, Rand:1164.0
Time:0.915, Sine:0.8607420325279236 | Time:0.915, Rand:1165.0
Time:0.916, Sine:0.8639234304428101 | Time:0.916, Rand:1166.0
Time:0.917, Sine:0.8670706748962402 | Time:0.917, Rand:1167.0
Time:0.918, Sine:0.8701837658882141 | Time:0.918, Rand:1168.0
Time:0.919, Sine:0.8732624650001526 | Time:0.919, Rand:1169.0
Time:0.92, Sine:0.8763066530227661 | Time:0.92, Rand:1170.0
Time:0.921, Sine:0.8793163299560547 | Time:0.921, Rand:1171.0
Time:0.922, Sine:0.8822911977767944 | Time:0.922, Rand:1172.0
Time:0.923, Sine:0.8852313160896301 | Time:0.923, Rand:1173.0
Time:0.924, Sine:0.8881364464759827 | Time:0.924, Rand:1174.0
Time:0.925, Sine:0.8910065293312073 | Time:0.925, Rand:1175.0
Time:0.926, Sine:0.8938414454460144 | Time:0.926, Rand:1176.0
Time:0.927, Sine:0.8966410160064697 | Time:0.927, Rand:1177.0
Time:0.928, Sine:0.8994052410125732 | Time:0.928, Rand:1178.0
Time:0.929, Sine:0.9021339416503906 | Time:0.929, Rand:1179.0
Time:0.93, Sine:0.9048270583152771 | Time:0.93, Rand:1180.0
Time:0.931, Sine:0.9074844121932983 | Time:0.931, Rand:1181.0
Time:0.932, Sine:0.9101059436798096 | Time:0.932, Rand:1182.0
Time:0.933, Sine:0.912691593170166 | Time:0.933, Rand:1183.0
Time:0.934, Sine:0.9152411818504333 | Time:0.934, Rand:1184.0
Time:0.935, Sine:0.9177546501159668 | Time:0.935, Rand:1185.0
Time:0.936, Sine:0.920231819152832 | Time:0.936, Rand:1186.0
Time:0.937, Sine:0.9226727485656738 | Time:0.937, Rand:1187.0
Time:0.938, Sine:0.9250771999359131 | Time:0.938, Rand:1188.0
Time:0.939, Sine:0.9274451732635498 | Time:0.939, Rand:1189.0
Time:0.94, Sine:0.9297764897346497 | Time:0.94, Rand:1190.0
Time:0.941, Sine:0.9320710897445679 | Time:0.941, Rand:1191.0
Time:0.942, Sine:0.9343289136886597 | Time:0.942, Rand:1192.0
Time:0.943, Sine:0.9365499019622803 | Time:0.943, Rand:1193.0
Time:0.944, Sine:0.9387338757514954 | Time:0.944, Rand:1194.0
Time:0.945, Sine:0.9408807754516602 | Time:0.945, Rand:1195.0
Time:0.946, Sine:0.9429905414581299 | Time:0.946, Rand:1196.0
Time:0.947, Sine:0.945063054561615 | Time:0.947, Rand:1197.0
Time:0.948, Sine:0.9470983147621155 | Time:0.948, Rand:1198.0
Time:0.949, Sine:0.949096143245697 | Time:0.949, Rand:1199.0
Time:0.95, Sine:0.9510565400123596 | Time:0.95, Rand:1200.0
Time:0.951, Sine:0.952979326248169 | Time:0.951, Rand:1201.0
Time:0.952, Sine:0.9548645615577698 | Time:0.952, Rand:1202.0
Time:0.953, Sine:0.9567120671272278 | Time:0.953, Rand:1203.0
Time:0.954, Sine:0.9585217833518982 | Time:0.954, Rand:1204.0
Time:0.955, Sine:0.960293710231781 | Time:0.955, Rand:1205.0
Time:0.956, Sine:0.9620276689529419 | Time:0.956, Rand:1206.0
Time:0.957, Sine:0.9637236595153809 | Time:0.957, Rand:1207.0
Time:0.958, Sine:0.9653816223144531 | Time:0.958, Rand:1208.0
Time:0.959, Sine:0.9670014977455139 | Time:0.959, Rand:1209.0
Time:0.96, Sine:0.9685831665992737 | Time:0.96, Rand:1210.0
Time:0.961, Sine:0.9701265692710876 | Time:0.961, Rand:1211.0
Time:0.962, Sine:0.9716317057609558 | Time:0.962, Rand:1212.0
Time:0.963, Sine:0.9730985164642334 | Time:0.963, Rand:1213.0
Time:0.964, Sine:0.9745268821716309 | Time:0.964, Rand:1214.0
Time:0.965, Sine:0.9759167432785034 | Time:0.965, Rand:1215.0
Time:0.966, Sine:0.9772680997848511 | Time:0.966, Rand:1216.0
Time:0.967, Sine:0.978580892086029 | Time:0.967, Rand:1217.0
Time:0.968, Sine:0.9798550605773926 | Time:0.968, Rand:1218.0
Time:0.969, Sine:0.9810905456542969 | Time:0.969, Rand:1219.0
Time:0.97, Sine:0.9822872281074524 | Time:0.97, Rand:1220.0
Time:0.971, Sine:0.9834452271461487 | Time:0.971, Rand:1221.0
Time:0.972, Sine:0.9845643639564514 | Time:0.972, Rand:1222.0
Time:0.973, Sine:0.9856445789337158 | Time:0.973, Rand:1223.0
Time:0.974, Sine:0.9866859316825867 | Time:0.974, Rand:1224.0
Time:0.975, Sine:0.9876883625984192 | Time:0.975, Rand:1225.0
Time:0.976, Sine:0.9886517524719238 | Time:0.976, Rand:1226.0
Time:0.977, Sine:0.9895761013031006 | Time:0.977, Rand:1227.0
Time:0.978, Sine:0.9904614090919495 | Time:0.978, Rand:1228.0
Time:0.979, Sine:0.9913076162338257 | Time:0.979, Rand:1229.0
Time:0.98, Sine:0.9921147227287292 | Time:0.98, Rand:1230.0
Time:0.981, Sine:0.9928826093673706 | Time:0.981, Rand:1231.0
Time:0.982, Sine:0.9936113357543945 | Time:0.982, Rand:1232.0
Time:0.983, Sine:0.9943007826805115 | Time:0.983, Rand:1233.0
Time:0.984, Sine:0.9949510097503662 | Time:0.984, Rand:1234.0
Time:0.985, Sine:0.995561957359314 | Time:0.985, Rand:1235.0
Time:0.986, Sine:0.9961336255073547 | Time:0.986, Rand:1236.0
Time:0.987, Sine:0.9966659545898438 | Time:0.987, Rand:1237.0
Time:0.988, Sine:0.9971588850021362 | Time:0.988, Rand:1238.0
Time:0.989, Sine:0.9976125359535217 | Time:0.989, Rand:1239.0
Time:0.99, Sine:0.9980267286300659 | Time:0.99, Rand:1240.0
